industry,model_name,intent_type,mention_status,run_count,citation_count,avg_citations_per_run,category,category_label,category_count,category_share_pct
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,brand_site,品牌 / 官方型來源,40,32.8
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,influencer_blogger,評測 / 部落格 / KOL,36,29.5
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,news_media,新聞媒體,18,14.8
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,social_media,社群媒體,0,0.0
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,ecommerce_site,電商 / 平台,22,18.0
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,other_category,其他來源,6,4.9
服裝類,chatgpt,知識型,無品牌提及,43,122,2.84,unknown,未知來源,0,0.0
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,brand_site,品牌 / 官方型來源,138,26.5
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,influencer_blogger,評測 / 部落格 / KOL,50,9.6
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,news_media,新聞媒體,118,22.7
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,social_media,社群媒體,95,18.3
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,ecommerce_site,電商 / 平台,101,19.4
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,other_category,其他來源,18,3.5
服裝類,gemini,推薦型,有品牌提及,48,520,10.83,unknown,未知來源,0,0.0
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,brand_site,品牌 / 官方型來源,18,27.7
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,influencer_blogger,評測 / 部落格 / KOL,3,4.6
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,news_media,新聞媒體,18,27.7
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,social_media,社群媒體,15,23.1
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,ecommerce_site,電商 / 平台,10,15.4
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,other_category,其他來源,1,1.5
服裝類,gemini,推薦型,無品牌提及,6,65,10.83,unknown,未知來源,0,0.0
服裝類,gemini,比較型,有品牌提及,34,414,12.18,brand_site,品牌 / 官方型來源,73,17.6
服裝類,gemini,比較型,有品牌提及,34,414,12.18,influencer_blogger,評測 / 部落格 / KOL,34,8.2
服裝類,gemini,比較型,有品牌提及,34,414,12.18,news_media,新聞媒體,66,15.9
服裝類,gemini,比較型,有品牌提及,34,414,12.18,social_media,社群媒體,93,22.5
服裝類,gemini,比較型,有品牌提及,34,414,12.18,ecommerce_site,電商 / 平台,137,33.1
服裝類,gemini,比較型,有品牌提及,34,414,12.18,other_category,其他來源,11,2.7
服裝類,gemini,比較型,有品牌提及,34,414,12.18,unknown,未知來源,0,0.0
服裝類,gemini,比較型,無品牌提及,20,251,12.55,brand_site,品牌 / 官方型來源,57,22.7
服裝類,gemini,比較型,無品牌提及,20,251,12.55,influencer_blogger,評測 / 部落格 / KOL,39,15.5
服裝類,gemini,比較型,無品牌提及,20,251,12.55,news_media,新聞媒體,32,12.7
服裝類,gemini,比較型,無品牌提及,20,251,12.55,social_media,社群媒體,29,11.6
服裝類,gemini,比較型,無品牌提及,20,251,12.55,ecommerce_site,電商 / 平台,90,35.9
服裝類,gemini,比較型,無品牌提及,20,251,12.55,other_category,其他來源,4,1.6
服裝類,gemini,比較型,無品牌提及,20,251,12.55,unknown,未知來源,0,0.0
服裝類,gemini,知識型,有品牌提及,21,242,11.52,brand_site,品牌 / 官方型來源,83,34.3
服裝類,gemini,知識型,有品牌提及,21,242,11.52,influencer_blogger,評測 / 部落格 / KOL,12,5.0
服裝類,gemini,知識型,有品牌提及,21,242,11.52,news_media,新聞媒體,56,23.1
服裝類,gemini,知識型,有品牌提及,21,242,11.52,social_media,社群媒體,24,9.9
服裝類,gemini,知識型,有品牌提及,21,242,11.52,ecommerce_site,電商 / 平台,56,23.1
服裝類,gemini,知識型,有品牌提及,21,242,11.52,other_category,其他來源,11,4.5
服裝類,gemini,知識型,有品牌提及,21,242,11.52,unknown,未知來源,0,0.0
服裝類,gemini,知識型,無品牌提及,33,359,10.88,brand_site,品牌 / 官方型來源,107,29.8
服裝類,gemini,知識型,無品牌提及,33,359,10.88,influencer_blogger,評測 / 部落格 / KOL,20,5.6
服裝類,gemini,知識型,無品牌提及,33,359,10.88,news_media,新聞媒體,48,13.4
服裝類,gemini,知識型,無品牌提及,33,359,10.88,social_media,社群媒體,20,5.6
服裝類,gemini,知識型,無品牌提及,33,359,10.88,ecommerce_site,電商 / 平台,80,22.3
服裝類,gemini,知識型,無品牌提及,33,359,10.88,other_category,其他來源,84,23.4
服裝類,gemini,知識型,無品牌提及,33,359,10.88,unknown,未知來源,0,0.0
